location_id,state,lga_name,sa4_name,remoteness_area,population_2023_lga,population_2023_remoteness,dwelling_records
327,Qld,Charters Towers,Townsville,Outer Regional Australia,12013,2119123,5974.0
328,Qld,Mareeba,Cairns,Outer Regional Australia,23702,2119123,10199.0
329,Vic,Horsham,North West,Outer Regional Australia,20315,2119123,9638.0
330,SA,Adelaide Plains,Adelaide - North,Inner Regional Australia,10932,4683975,4006.0
331,Vic,Stonnington,Melbourne - Inner,Major Cities of Australia,111335,19343743,59609.0
332,SA,Mount Remarkable,Barossa - Yorke - Mid North,Outer Regional Australia,2897,2119123,1866.0
333,NSW,Gilgandra,Far West and Orana,Outer Regional Australia,4309,2119123,2137.0
334,SA,Adelaide Plains,Barossa - Yorke - Mid North,Inner Regional Australia,10932,4683975,4006.0
335,Qld,Goondiwindi,Darling Downs - Maranoa,Outer Regional Australia,10452,2119123,4857.0
336,Vic,Mitchell,Melbourne - North East,Inner Regional Australia,53723,4683975,19590.0
337,Qld,Cassowary Coast,Cairns,Remote Australia,29972,304013,15123.0
338,SA,Clare and Gilbert Valleys,Barossa - Yorke - Mid North,Outer Regional Australia,9405,2119123,4678.0
339,Qld,Moreton Bay,Moreton Bay - South,Inner Regional Australia,510104,4683975,188327.0
340,SA,West Torrens,Adelaide - West,Major Cities of Australia,64519,19343743,27977.0
341,Vic,Yarriambiack,North West,Outer Regional Australia,6389,2119123,3598.0
342,NSW,Snowy Valleys,Riverina,Inner Regional Australia,14935,4683975,7075.0
343,Vic,Whitehorse,Melbourne - Outer East,Major Cities of Australia,178639,19343743,71712.0
344,Qld,Cloncurry,Queensland - Outback,Very Remote Australia,3851,198024,2123.0
345,NSW,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Outer Regional Australia,68156,2119123,25523.0
346,Qld,Western Downs,Darling Downs - Maranoa,Remote Australia,34991,304013,16165.0
347,NSW,Penrith,Sydney - South West,Major Cities of Australia,224483,19343743,81250.0
348,Qld,Redland,Brisbane - East,Outer Regional Australia,166809,2119123,65216.0
349,NSW,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Major Cities of Australia,68156,19343743,25523.0
350,Tas,Sorell,Hobart,Inner Regional Australia,17635,4683975,8134.0
351,Vic,Towong,Hume,Outer Regional Australia,6243,2119123,3125.0
352,SA,Grant,South Australia - South East,Outer Regional Australia,9044,2119123,3745.0
353,Vic,Hepburn,Ballarat,Inner Regional Australia,16670,4683975,9511.0
354,Qld,Central Highlands (Qld),Central Queensland,Outer Regional Australia,28973,2119123,14180.0
355,Qld,Charters Towers,Townsville,Remote Australia,12013,304013,5974.0
356,NSW,Blayney,Central West,Outer Regional Australia,7644,2119123,3246.0
357,NSW,Hilltops,Capital Region,Outer Regional Australia,19255,2119123,9220.0
358,Qld,Lockyer Valley,Ipswich,Inner Regional Australia,43847,4683975,16162.0
359,WA,Unknown,Unknown,Major Cities of Australia,,19343743,
360,Tas,Circular Head,West and North West,Remote Australia,8352,304013,4064.0
361,Vic,Swan Hill,North West,Outer Regional Australia,21212,2119123,9554.0
362,NSW,Murrumbidgee,Riverina,Outer Regional Australia,3607,2119123,1647.0
363,WA,Unknown,Unknown,Inner Regional Australia,,4683975,
364,WA,Unknown,Unknown,Outer Regional Australia,,2119123,
365,NSW,Upper Lachlan,Capital Region,Outer Regional Australia,8706,2119123,
366,NSW,Orange,Central West,Inner Regional Australia,44244,4683975,18706.0
367,Tas,Launceston,Launceston and North East,Inner Regional Australia,71788,4683975,31369.0
368,NSW,Cowra,Central West,Outer Regional Australia,12659,2119123,6267.0
369,SA,Walkerville,Adelaide - Central and Hills,Major Cities of Australia,8420,19343743,3663.0
370,NSW,Bayside,Sydney - City and Inner South,Major Cities of Australia,,19343743,
371,NSW,Sutherland,Illawarra,Inner Regional Australia,235029,4683975,
372,Vic,Whitehorse,Melbourne - Inner East,Major Cities of Australia,178639,19343743,71712.0
373,WA,Unknown,Unknown,Remote Australia,,304013,
374,NSW,Wentworth,Murray,Remote Australia,7688,304013,3457.0
375,Tas,Tasman,South East,Outer Regional Australia,2686,2119123,2644.0
376,Tas,Latrobe (Tas.),West and North West,Outer Regional Australia,13062,2119123,5816.0
377,SA,Port Augusta,South Australia - Outback,Outer Regional Australia,14420,2119123,7015.0
378,Vic,Benalla,Hume,Outer Regional Australia,14529,2119123,7211.0
379,NSW,Liverpool Plains,New England and North West,Outer Regional Australia,7667,2119123,3694.0
380,Vic,Mornington Peninsula,Mornington Peninsula,Inner Regional Australia,170243,4683975,93602.0
381,Qld,Banana,Central Queensland,Outer Regional Australia,14919,2119123,7247.0
382,WA,Unknown,Unknown,Very Remote Australia,,198024,
383,SA,Mount Barker,Adelaide - Central and Hills,Major Cities of Australia,42297,19343743,16054.0
384,NSW,Inner West,Sydney - City and Inner South,Major Cities of Australia,188325,19343743,85462.0
385,Vic,Loddon,Bendigo,Outer Regional Australia,7747,2119123,4323.0
386,NSW,Eurobodalla,Capital Region,Inner Regional Australia,40912,4683975,24600.0
387,NSW,Sutherland,Sydney - Sutherland,Major Cities of Australia,235029,19343743,
388,SA,Barunga West,Barossa - Yorke - Mid North,Outer Regional Australia,2680,2119123,1928.0
389,NSW,Tamworth Regional,New England and North West,Inner Regional Australia,,4683975,27725.0
390,Tas,West Coast,West and North West,Remote Australia,4359,304013,3123.0
391,SA,Tatiara,South Australia - South East,Outer Regional Australia,7066,2119123,3194.0
392,NSW,Snowy Monaro Regional,Capital Region,Inner Regional Australia,,4683975,12251.0
393,Qld,Etheridge,Queensland - Outback,Very Remote Australia,726,198024,750.0
394,NSW,Bland,Central West,Outer Regional Australia,5464,2119123,3107.0
395,NSW,Oberon,Central West,Outer Regional Australia,5600,2119123,2828.0
396,Qld,Maranoa,Darling Downs - Maranoa,Outer Regional Australia,13255,2119123,6510.0
397,Vic,East Gippsland,Latrobe - Gippsland,Remote Australia,49179,304013,26078.0
398,Vic,Corangamite,Warrnambool and South West,Inner Regional Australia,15948,4683975,7897.0
399,SA,Yorke Peninsula,Barossa - Yorke - Mid North,Outer Regional Australia,12040,2119123,10310.0
400,Tas,Derwent Valley,Hobart,Inner Regional Australia,11341,4683975,4749.0
401,NSW,Hornsby,Sydney - Ryde,Major Cities of Australia,154072,19343743,55952.0
402,SA,Port Pirie,Barossa - Yorke - Mid North,Outer Regional Australia,17602,2119123,8589.0
403,NSW,Muswellbrook,Hunter Valley exc Newcastle,Outer Regional Australia,16778,2119123,7333.0
404,Tas,Circular Head,West and North West,Outer Regional Australia,8352,2119123,4064.0
405,Tas,Devonport,West and North West,Outer Regional Australia,26977,2119123,12071.0
406,Qld,Flinders (Qld),Queensland - Outback,Very Remote Australia,1544,198024,992.0
407,NSW,Burwood,Sydney - Inner West,Major Cities of Australia,42498,19343743,16201.0
408,NT,Alice Springs,Northern Territory - Outback,Remote Australia,29213,304013,11681.0
409,NSW,Nambucca Valley,Mid North Coast,Outer Regional Australia,20774,2119123,10016.0
410,Qld,Somerset,Moreton Bay - North,Outer Regional Australia,26251,2119123,11020.0
411,NSW,Lachlan,Central West,Remote Australia,6147,304013,3014.0
412,NSW,Gwydir,New England and North West,Outer Regional Australia,4940,2119123,2443.0
413,SA,Port Adelaide Enfield,Adelaide - North,Major Cities of Australia,138585,19343743,56716.0
414,Vic,Macedon Ranges,Bendigo,Inner Regional Australia,52920,4683975,20630.0
415,Vic,Banyule,Melbourne - North East,Major Cities of Australia,129602,19343743,53031.0
416,NSW,Lithgow,Central West,Outer Regional Australia,20724,2119123,10236.0
417,NSW,Federation,Murray,Inner Regional Australia,12939,4683975,6546.0
418,NSW,Wagga Wagga,Riverina,Outer Regional Australia,68716,2119123,28244.0
419,NSW,Coonamble,Far West and Orana,Remote Australia,3861,304013,1825.0
420,NSW,Kempsey,Mid North Coast,Inner Regional Australia,31453,4683975,14292.0
421,NSW,Carrathool,Riverina,Outer Regional Australia,2765,2119123,1312.0
422,Qld,Barcoo,Queensland - Outback,Very Remote Australia,317,198024,267.0
423,Qld,Mareeba,Queensland - Outback,Outer Regional Australia,23702,2119123,10199.0
424,Vic,Hobsons Bay,Melbourne - West,Major Cities of Australia,93738,19343743,39336.0
425,NSW,Temora,Riverina,Outer Regional Australia,6029,2119123,2926.0
426,SA,Karoonda East Murray,South Australia - South East,Outer Regional Australia,1016,2119123,610.0
427,Qld,Livingstone,Central Queensland,Inner Regional Australia,41906,4683975,17841.0
428,Vic,Unincorporated Vic,Latrobe - Gippsland,Outer Regional Australia,953,2119123,1054.0
429,Vic,Gannawarra,North West,Outer Regional Australia,10420,2119123,5326.0
430,NSW,Blue Mountains,Sydney - Outer West and Blue Mountains,Inner Regional Australia,78446,4683975,35239.0
431,SA,Ceduna,South Australia - Outback,Very Remote Australia,3717,198024,1909.0
432,NSW,Parramatta,Sydney - Ryde,Major Cities of Australia,269145,19343743,106654.0
433,Qld,Whitsunday,Mackay - Isaac - Whitsunday,Remote Australia,39712,304013,18043.0
434,NSW,Shellharbour,Illawarra,Inner Regional Australia,79738,4683975,29884.0
435,NT,Darwin,Darwin,Outer Regional Australia,85465,2119123,34806.0
436,Vic,Baw Baw,Latrobe - Gippsland,Outer Regional Australia,60644,2119123,24522.0
437,NT,Central Desert,Northern Territory - Outback,Very Remote Australia,4126,198024,1272.0
438,NSW,Sutherland,Sydney - Outer South West,Inner Regional Australia,235029,4683975,
439,NSW,Kempsey,Mid North Coast,Outer Regional Australia,31453,2119123,14292.0
440,Qld,Carpentaria,Queensland - Outback,Very Remote Australia,2212,198024,1639.0
441,SA,Wudinna,South Australia - Outback,Very Remote Australia,1161,198024,616.0
442,Qld,Murweh,Queensland - Outback,Very Remote Australia,3966,198024,2269.0
443,NSW,Eurobodalla,Capital Region,Outer Regional Australia,40912,2119123,24600.0
444,SA,Renmark Paringa,South Australia - South East,Outer Regional Australia,10107,2119123,4669.0
445,SA,Loxton Waikerie,South Australia - South East,Outer Regional Australia,11897,2119123,5787.0
446,Tas,Central Coast (Tas.),West and North West,Outer Regional Australia,23331,2119123,10434.0
447,NSW,Berrigan,Murray,Outer Regional Australia,8643,2119123,4265.0
448,SA,Norwood Payneham and St Peters,Adelaide - Central and Hills,Major Cities of Australia,39312,19343743,18126.0
449,Tas,Sorell,Hobart,Outer Regional Australia,17635,2119123,8134.0
450,NSW,Clarence Valley,Coffs Harbour - Grafton,Outer Regional Australia,55323,2119123,26143.0
451,NSW,Yass Valley,Capital Region,Major Cities of Australia,17477,19343743,6823.0
452,NT,MacDonnell,Northern Territory - Outback,Very Remote Australia,6706,198024,2243.0
453,NSW,Leeton,Riverina,Outer Regional Australia,11431,2119123,4705.0
454,NSW,Balranald,Murray,Remote Australia,2202,304013,1091.0
455,Qld,Scenic Rim,Gold Coast,Inner Regional Australia,45248,4683975,18468.0
456,NSW,Port Macquarie-Hastings,Mid North Coast,Outer Regional Australia,89596,2119123,40066.0
457,Tas,Kingborough,South East,Outer Regional Australia,41179,2119123,17301.0
458,Vic,Moreland,Melbourne - Inner,Major Cities of Australia,,19343743,78310.0
459,SA,Copper Coast,Barossa - Yorke - Mid North,Outer Regional Australia,15951,2119123,9242.0
460,NSW,Lockhart,Riverina,Inner Regional Australia,3396,4683975,1417.0
461,SA,Naracoorte Lucindale,South Australia - South East,Outer Regional Australia,8928,2119123,4076.0
462,SA,Southern Mallee,South Australia - South East,Remote Australia,2012,304013,1077.0
463,NSW,Glen Innes Severn,New England and North West,Inner Regional Australia,8989,4683975,4610.0
464,NSW,Hornsby,Sydney - Baulkham Hills and Hawkesbury,Inner Regional Australia,154072,4683975,55952.0
465,Tas,Kentish,West and North West,Outer Regional Australia,6831,2119123,2915.0
466,SA,Goyder,Barossa - Yorke - Mid North,Inner Regional Australia,4132,4683975,2371.0
467,Vic,Brimbank,Melbourne - North West,Major Cities of Australia,196046,19343743,71871.0
468,SA,Flinders Ranges,South Australia - Outback,Outer Regional Australia,1673,2119123,1084.0
469,ACT,Unknown,Unknown,Unknown,,,
470,Vic,Greater Geelong,Geelong,Inner Regional Australia,282809,4683975,120823.0
471,Vic,Loddon,Bendigo,Inner Regional Australia,7747,4683975,4323.0
472,NSW,Junee,Riverina,Inner Regional Australia,6520,4683975,2519.0
473,SA,Victor Harbor,South Australia - South East,Inner Regional Australia,16869,4683975,9764.0
474,SA,Burnside,Adelaide - Central and Hills,Major Cities of Australia,47444,19343743,19630.0
475,NT,Coomalie,Northern Territory - Outback,Remote Australia,1421,304013,1065.0
476,Vic,Manningham,Melbourne - Outer East,Major Cities of Australia,129514,19343743,49918.0
477,Vic,Corangamite,Warrnambool and South West,Outer Regional Australia,15948,2119123,7897.0
478,SA,Wakefield,Barossa - Yorke - Mid North,Inner Regional Australia,6958,4683975,3348.0
479,NSW,Mosman,Sydney - North Sydney and Hornsby,Major Cities of Australia,29071,19343743,13410.0
480,Tas,Glamorgan-Spring Bay,South East,Outer Regional Australia,5237,2119123,4752.0
481,NSW,Hawkesbury,Sydney - Outer West and Blue Mountains,Major Cities of Australia,68156,19343743,25523.0
482,NSW,Penrith,Sydney - Outer West and Blue Mountains,Inner Regional Australia,224483,4683975,81250.0
483,Tas,Southern Midlands,South East,Outer Regional Australia,6912,2119123,2978.0
484,Qld,Scenic Rim,Logan - Beaudesert,Outer Regional Australia,45248,2119123,18468.0
485,Vic,Mount Alexander,Bendigo,Inner Regional Australia,20576,4683975,10141.0
486,NSW,North Sydney,Sydney - North Sydney and Hornsby,Major Cities of Australia,72014,19343743,39034.0
487,NT,Roper Gulf,Northern Territory - Outback,Very Remote Australia,7491,198024,2923.0
488,Qld,Western Downs,Darling Downs - Maranoa,Inner Regional Australia,34991,4683975,16165.0
489,NSW,Woollahra,Sydney - Eastern Suburbs,Major Cities of Australia,54660,19343743,26588.0
490,SA,Prospect,Adelaide - Central and Hills,Major Cities of Australia,23137,19343743,9474.0
491,NT,Katherine,Northern Territory - Outback,Remote Australia,10829,304013,4436.0
492,Qld,Mareeba,Queensland - Outback,Remote Australia,23702,304013,10199.0
493,Vic,Mildura,North West,Remote Australia,57554,304013,25371.0
494,Vic,Wellington,Latrobe - Gippsland,Outer Regional Australia,46124,2119123,23554.0
495,Qld,Northern Peninsula Area,Queensland - Outback,Very Remote Australia,2908,198024,1100.0
496,Vic,Mitchell,Melbourne - North East,Major Cities of Australia,53723,19343743,19590.0
497,NSW,Wingecarribee,Sydney - Outer South West,Inner Regional Australia,53109,4683975,23623.0
498,NSW,Kyogle,Richmond - Tweed,Outer Regional Australia,9468,2119123,4688.0
499,NSW,Port Stephens,Hunter Valley exc Newcastle,Major Cities of Australia,77748,19343743,35699.0
500,NT,Unincorporated NT,Darwin,Outer Regional Australia,7713,2119123,4175.0
501,SA,Orroroo Carrieton,Barossa - Yorke - Mid North,Outer Regional Australia,889,2119123,541.0
502,Vic,Central Goldfields,Ballarat,Inner Regional Australia,13574,4683975,7004.0
503,NT,Unincorporated NT,Northern Territory - Outback,Remote Australia,7713,304013,4175.0
504,NSW,Central Darling,Far West and Orana,Very Remote Australia,1757,198024,1065.0
505,Qld,Balonne,Darling Downs - Maranoa,Remote Australia,4345,304013,2283.0
506,Tas,Kingborough,Hobart,Inner Regional Australia,41179,4683975,17301.0
507,Qld,Maranoa,Darling Downs - Maranoa,Very Remote Australia,13255,198024,6510.0
508,NSW,Walgett,Far West and Orana,Remote Australia,5519,304013,2865.0
509,NSW,Coolamon,Riverina,Outer Regional Australia,4549,2119123,1974.0
510,Qld,Bulloo,Queensland - Outback,Very Remote Australia,346,198024,230.0
511,NSW,Bellingen,Coffs Harbour - Grafton,Outer Regional Australia,13231,2119123,6390.0
512,NSW,Lane Cove,Sydney - North Sydney and Hornsby,Major Cities of Australia,41549,19343743,17340.0
513,NSW,Walcha,New England and North West,Outer Regional Australia,2968,2119123,1638.0
514,Vic,Northern Grampians,North West,Inner Regional Australia,11879,4683975,6253.0
515,NSW,Bogan,Far West and Orana,Very Remote Australia,2420,198024,1306.0
516,NSW,The Hills,Sydney - Baulkham Hills and Hawkesbury,Inner Regional Australia,207959,4683975,
517,Vic,South Gippsland,Latrobe - Gippsland,Outer Regional Australia,30823,2119123,17145.0
518,NSW,Wollondilly,Illawarra,Inner Regional Australia,57616,4683975,18918.0
519,SA,Cleve,South Australia - Outback,Remote Australia,1757,304013,975.0
520,NT,West Arnhem,Northern Territory - Outback,Remote Australia,7407,304013,2225.0
521,NSW,Wentworth,Murray,Outer Regional Australia,7688,2119123,3457.0
522,NSW,Canterbury-Bankstown,Sydney - Parramatta,Major Cities of Australia,379829,19343743,133438.0
523,Tas,King Island,West and North West,Very Remote Australia,1648,198024,897.0
524,SA,Kangaroo Island,South Australia - South East,Remote Australia,5125,304013,3350.0
525,Tas,Meander Valley,Launceston and North East,Inner Regional Australia,21449,4683975,9276.0
526,NSW,Uralla,New England and North West,Inner Regional Australia,6047,4683975,2759.0
527,SA,Holdfast Bay,Adelaide - South,Major Cities of Australia,38766,19343743,18707.0
528,Qld,Douglas,Cairns,Remote Australia,12828,304013,6981.0
529,NSW,Carrathool,Riverina,Remote Australia,2765,304013,1312.0
530,Vic,Murrindindi,Melbourne - North East,Inner Regional Australia,15482,4683975,8349.0
531,NSW,Bogan,Far West and Orana,Remote Australia,2420,304013,1306.0
532,Vic,Alpine,Hume,Outer Regional Australia,13182,2119123,7271.0
533,NSW,Brewarrina,Far West and Orana,Very Remote Australia,1411,198024,740.0
534,NSW,Wollondilly,Sydney - Outer West and Blue Mountains,Inner Regional Australia,57616,4683975,18918.0
535,NT,East Arnhem,Northern Territory - Outback,Very Remote Australia,10011,198024,1968.0
536,SA,Port Lincoln,South Australia - Outback,Remote Australia,15018,304013,6970.0
537,SA,Light,Adelaide - North,Inner Regional Australia,16616,4683975,6046.0
538,NSW,Camden,Sydney - South West,Major Cities of Australia,134811,19343743,39601.0
539,NSW,Queanbeyan-Palerang Regional,Capital Region,Outer Regional Australia,,2119123,26549.0
540,Qld,Longreach,Queensland - Outback,Very Remote Australia,3737,198024,2169.0
541,NSW,Maitland,Newcastle and Lake Macquarie,Major Cities of Australia,95957,19343743,35456.0
542,Vic,Colac Otway,Warrnambool and South West,Outer Regional Australia,22273,2119123,12460.0
543,SA,Lower Eyre Peninsula,South Australia - Outback,Remote Australia,6154,304013,3028.0
544,NT,MacDonnell,Northern Territory - Outback,Remote Australia,6706,304013,2243.0
545,WA,Dandaragan,Western Australia - Wheat Belt,Outer Regional Australia,3748,2119123,2805.0
546,WA,York,Western Australia - Wheat Belt,Inner Regional Australia,3602,4683975,1883.0
547,WA,Rockingham,Perth - South West,Major Cities of Australia,148822,19343743,54910.0
548,WA,Plantagenet,Western Australia - Wheat Belt,Outer Regional Australia,5669,2119123,2676.0
549,WA,Kwinana,Perth - South West,Major Cities of Australia,52103,19343743,17628.0
550,WA,Murray,Mandurah,Inner Regional Australia,19823,4683975,8192.0
551,WA,Dumbleyung,Western Australia - Wheat Belt,Remote Australia,701,304013,335.0
552,WA,Port Hedland,Western Australia - Outback (North),Remote Australia,17247,304013,7942.0
553,NSW,Coolamon,Riverina,Inner Regional Australia,4549,4683975,1974.0
554,WA,Stirling,Perth - North West,Major Cities of Australia,243871,19343743,102177.0
555,SA,Robe,South Australia - South East,Outer Regional Australia,1603,2119123,1669.0
556,WA,Cambridge,Perth - Inner,Major Cities of Australia,31133,19343743,11522.0
557,WA,Swan,Perth - North East,Major Cities of Australia,171588,19343743,58928.0
558,WA,Wanneroo,Perth - North West,Major Cities of Australia,229438,19343743,78061.0
559,Qld,Somerset,Moreton Bay - North,Inner Regional Australia,26251,4683975,11020.0
560,WA,Canning,Perth - South East,Major Cities of Australia,103691,19343743,37259.0
561,NSW,Richmond Valley,Richmond - Tweed,Outer Regional Australia,23705,2119123,10692.0
562,WA,Gosnells,Perth - South East,Major Cities of Australia,137355,19343743,47117.0
563,NSW,The Hills,Sydney - Ryde,Major Cities of Australia,207959,19343743,
564,WA,Serpentine-Jarrahdale,Perth - South East,Major Cities of Australia,36739,19343743,11234.0
565,WA,Mandurah,Mandurah,Major Cities of Australia,99272,19343743,44140.0
566,SA,Southern Mallee,South Australia - South East,Outer Regional Australia,2012,2119123,1077.0
567,WA,Woodanilling,Western Australia - Wheat Belt,Outer Regional Australia,479,2119123,221.0
568,NSW,Warrumbungle,Central West,Outer Regional Australia,9228,2119123,
569,WA,Dowerin,Western Australia - Wheat Belt,Outer Regional Australia,738,2119123,422.0
570,WA,Kalgoorlie-Boulder,Western Australia - Outback (South),Outer Regional Australia,30775,2119123,13248.0
571,WA,Greater Geraldton,Western Australia - Outback (South),Outer Regional Australia,41914,2119123,18018.0
572,WA,Harvey,Bunbury,Inner Regional Australia,30790,4683975,11874.0
573,WA,Serpentine-Jarrahdale,Perth - South East,Inner Regional Australia,36739,4683975,11234.0
574,WA,Bayswater,Perth - North East,Major Cities of Australia,74283,19343743,32165.0
575,Qld,Doomadgee,Queensland - Outback,Very Remote Australia,1461,198024,376.0
576,Qld,Croydon,Queensland - Outback,Very Remote Australia,270,198024,214.0
577,NT,West Arnhem,Northern Territory - Outback,Very Remote Australia,7407,198024,2225.0
578,WA,Albany,Western Australia - Wheat Belt,Outer Regional Australia,40949,2119123,18033.0
579,Tas,Central Highlands (Tas.),South East,Outer Regional Australia,2595,2119123,2752.0
580,NSW,Lockhart,Riverina,Outer Regional Australia,3396,2119123,1417.0
581,WA,Chittering,Western Australia - Wheat Belt,Inner Regional Australia,6516,4683975,2410.0
582,WA,Perenjori,Western Australia - Outback (South),Remote Australia,649,304013,254.0
583,WA,Mount Magnet,Western Australia - Outback (South),Very Remote Australia,701,198024,410.0
584,WA,Donnybrook-Balingup,Bunbury,Inner Regional Australia,6438,4683975,2821.0
585,NSW,Cobar,Far West and Orana,Remote Australia,4078,304013,2320.0
586,Qld,Hope Vale,Queensland - Outback,Remote Australia,1026,304013,348.0
587,WA,Augusta Margaret River,Bunbury,Outer Regional Australia,18620,2119123,8918.0
588,WA,Vincent,Perth - Inner,Major Cities of Australia,40125,19343743,18208.0
589,WA,Wickepin,Western Australia - Wheat Belt,Outer Regional Australia,701,2119123,335.0
590,SA,Clare and Gilbert Valleys,Barossa - Yorke - Mid North,Inner Regional Australia,9405,4683975,4678.0
591,Vic,Wangaratta,Hume,Outer Regional Australia,30002,2119123,13677.0
592,Vic,Melton,Melbourne - North West,Major Cities of Australia,206070,19343743,60363.0
593,WA,Cockburn,Perth - South West,Major Cities of Australia,130282,19343743,48428.0
594,WA,Kalgoorlie-Boulder,Western Australia - Outback (South),Very Remote Australia,30775,198024,13248.0
595,WA,Victoria Park,Perth - South East,Major Cities of Australia,40782,19343743,18019.0
596,WA,Armadale,Perth - South East,Major Cities of Australia,105094,19343743,36306.0
597,WA,Bunbury,Bunbury,Inner Regional Australia,34768,4683975,15960.0
598,WA,Gingin,Western Australia - Wheat Belt,Inner Regional Australia,6064,4683975,4107.0
599,WA,Moora,Western Australia - Wheat Belt,Remote Australia,2392,304013,1156.0
600,WA,Perth,Perth - Inner,Major Cities of Australia,32856,19343743,17636.0
601,WA,Busselton,Bunbury,Inner Regional Australia,43969,4683975,21315.0
602,WA,Williams,Western Australia - Wheat Belt,Outer Regional Australia,1060,2119123,507.0
603,WA,Augusta Margaret River,Bunbury,Inner Regional Australia,18620,4683975,8918.0
604,Tas,Derwent Valley,South East,Outer Regional Australia,11341,2119123,4749.0
605,Qld,Quilpie,Queensland - Outback,Very Remote Australia,709,198024,507.0
606,WA,Kojonup,Western Australia - Wheat Belt,Outer Regional Australia,1967,2119123,1037.0
607,WA,Mount Marshall,Western Australia - Wheat Belt,Remote Australia,461,304013,315.0
608,SA,Kingston (SA),South Australia - South East,Outer Regional Australia,2393,2119123,1733.0
609,WA,Karratha,Western Australia - Outback (North),Remote Australia,24237,304013,10056.0
610,SA,Elliston,South Australia - Outback,Very Remote Australia,1041,198024,849.0
611,WA,Coolgardie,Western Australia - Outback (South),Very Remote Australia,3686,198024,1798.0
612,Qld,Tablelands,Cairns,Remote Australia,27259,304013,13184.0
613,Vic,Monash,Melbourne - Inner South,Major Cities of Australia,203560,19343743,76463.0
614,WA,Derby-West Kimberley,Western Australia - Outback (North),Very Remote Australia,8433,198024,3604.0
615,WA,Mundaring,Perth - North East,Inner Regional Australia,41421,4683975,14962.0
616,SA,Light,Adelaide - North,Major Cities of Australia,16616,19343743,6046.0
617,WA,Belmont,Perth - South East,Major Cities of Australia,45976,19343743,20355.0
618,WA,Nungarin,Western Australia - Wheat Belt,Remote Australia,256,304013,135.0
619,Vic,Bayside (Vic.),Melbourne - Inner South,Major Cities of Australia,104272,19343743,43102.0
620,WA,Northam,Western Australia - Wheat Belt,Inner Regional Australia,12193,4683975,5237.0
621,WA,Port Hedland,Western Australia - Outback (North),Very Remote Australia,17247,198024,7942.0
622,WA,Melville,Perth - South West,Major Cities of Australia,110426,19343743,42920.0
623,WA,Bassendean,Perth - North East,Major Cities of Australia,16914,19343743,7187.0
624,WA,Yilgarn,Western Australia - Wheat Belt,Remote Australia,1198,304013,715.0
625,WA,Broome,Western Australia - Outback (North),Very Remote Australia,18611,198024,9419.0
626,WA,Chapman Valley,Western Australia - Outback (South),Remote Australia,1663,304013,694.0
627,NSW,Uralla,New England and North West,Outer Regional Australia,6047,2119123,2759.0
628,WA,Broomehill-Tambellup,Western Australia - Wheat Belt,Outer Regional Australia,1095,2119123,577.0
629,WA,Meekatharra,Western Australia - Outback (South),Very Remote Australia,1294,198024,608.0
630,WA,Esperance,Western Australia - Outback (South),Remote Australia,14547,304013,6844.0
631,Qld,Sunshine Coast,Moreton Bay - North,Inner Regional Australia,365942,4683975,149005.0
632,WA,Capel,Bunbury,Inner Regional Australia,19335,4683975,7110.0
633,WA,Dundas,Western Australia - Outback (South),Very Remote Australia,701,198024,632.0
634,NSW,Federation,Riverina,Outer Regional Australia,12939,2119123,6546.0
635,Vic,Towong,Hume,Inner Regional Australia,6243,4683975,3125.0
636,WA,Lake Grace,Western Australia - Wheat Belt,Very Remote Australia,1301,198024,751.0
637,WA,Dardanup,Bunbury,Inner Regional Australia,15685,4683975,6053.0
638,WA,Kondinin,Western Australia - Wheat Belt,Very Remote Australia,858,198024,471.0
639,WA,Kent,Western Australia - Wheat Belt,Remote Australia,524,304013,266.0
640,NSW,Canada Bay,Sydney - Inner West,Major Cities of Australia,91385,19343743,39121.0
641,WA,Wagin,Western Australia - Wheat Belt,Outer Regional Australia,1816,2119123,888.0
642,WA,Manjimup,Bunbury,Outer Regional Australia,9438,2119123,5035.0
643,NSW,Fairfield,Sydney - Parramatta,Major Cities of Australia,209742,19343743,67658.0
644,WA,Murray,Mandurah,Major Cities of Australia,19823,19343743,8192.0
645,WA,Denmark,Western Australia - Wheat Belt,Outer Regional Australia,6618,2119123,3670.0
646,NSW,Singleton,Hunter Valley exc Newcastle,Outer Regional Australia,25332,2119123,9838.0
647,Qld,Banana,Central Queensland,Remote Australia,14919,304013,7247.0
648,WA,Boddington,Western Australia - Wheat Belt,Inner Regional Australia,1786,4683975,839.0
649,WA,Bruce Rock,Western Australia - Wheat Belt,Remote Australia,1043,304013,425.0
650,WA,Swan,Perth - North East,Inner Regional Australia,171588,4683975,58928.0
651,WA,Kulin,Western Australia - Wheat Belt,Remote Australia,794,304013,396.0
652,WA,Cuballing,Western Australia - Wheat Belt,Outer Regional Australia,951,2119123,488.0
653,NSW,Dungog,Hunter Valley exc Newcastle,Outer Regional Australia,9767,2119123,4224.0
654,WA,Carnarvon,Western Australia - Outback (South),Very Remote Australia,5528,198024,3763.0
655,Vic,Hindmarsh,North West,Outer Regional Australia,5559,2119123,3110.0
656,WA,Wyndham-East Kimberley,Western Australia - Outback (North),Very Remote Australia,8209,198024,4366.0
