fact_crash_id,crash_id,date_id,holiday_id,location_id,road_id,vehicle_id,crash_type_id,number_fatalities
20241115,20241115,3789,1,1,1,1,1,1
20241125,20241125,3789,2,2,2,1,1,1
20246013,20246013,3789,1,3,3,1,2,1
20241002,20241002,3789,2,4,4,1,2,1
20243185,20243185,3789,2,5,4,1,2,1
20244016,20244016,3789,1,6,5,1,1,1
20245001,20245001,3789,2,7,6,1,1,1
20243168,20243168,3790,2,8,7,1,2,1
20246003,20246003,3790,2,9,3,1,2,1
20246001,20246001,3790,2,10,4,1,2,1
20244081,20244081,3790,2,11,3,1,1,1
20241087,20241087,3790,2,12,8,1,1,1
20241054,20241054,3790,2,13,9,2,2,1
20244042,20244042,3791,2,14,10,1,1,1
20243246,20243246,3792,2,15,11,1,1,1
20241101,20241101,3792,2,16,12,2,1,1
20241216,20241216,3792,1,17,13,1,1,1
20241300,20241300,3792,2,18,4,1,2,1
20243007,20243007,3792,1,19,4,1,2,1
20241278,20241278,3792,2,20,1,1,1,1
20245005,20245005,3792,1,7,14,1,1,1
20241149,20241149,3792,2,21,15,1,1,1
20245143,20245143,3792,1,7,16,1,1,1
20245039,20245039,3792,1,7,14,1,1,2
20242087,20242087,3793,2,22,4,3,1,1
20241068,20241068,3793,2,23,9,4,2,1
20243273,20243273,3793,2,24,10,1,1,1
20245045,20245045,3793,2,7,17,1,1,1
20245093,20245093,3793,2,7,16,1,1,1
20244020,20244020,3793,2,25,5,1,2,1
20244055,20244055,3793,1,14,9,1,2,2
20245100,20245100,3793,2,7,14,5,1,1
20241094,20241094,3793,1,26,18,1,2,1
20243209,20243209,3793,1,27,3,1,2,1
20243160,20243160,3793,1,28,4,1,2,2
20244001,20244001,3793,1,29,1,1,2,1
20243243,20243243,3793,2,30,19,5,2,1
20245119,20245119,3793,2,7,17,1,1,1
20246016,20246016,3793,2,31,4,1,1,1
20241119,20241119,3793,2,32,10,1,2,2
20245133,20245133,3793,2,7,14,1,1,1
20245069,20245069,3793,2,7,16,1,1,1
20241169,20241169,3793,2,33,20,1,1,1
20245161,20245161,3793,2,7,21,1,1,1
20241291,20241291,3794,2,34,9,2,2,1
20243036,20243036,3794,2,35,10,1,1,1
20244026,20244026,3794,2,36,3,1,1,1
20241077,20241077,3794,2,37,22,1,1,1
20241028,20241028,3794,2,16,22,1,2,1
20241022,20241022,3794,2,38,5,1,1,1
20243015,20243015,3794,2,39,7,1,2,1
20245068,20245068,3794,2,7,23,1,1,1
20244023,20244023,3794,2,25,5,1,1,1
20241098,20241098,3794,2,33,24,1,1,1
20243114,20243114,3794,2,40,5,1,1,2
20245092,20245092,3794,2,7,17,1,1,1
20241040,20241040,3794,2,41,4,1,2,1
20242188,20242188,3794,1,42,5,3,1,1
20241174,20241174,3794,2,43,25,1,2,1
20241088,20241088,3794,2,44,1,1,2,1
20245031,20245031,3794,2,7,17,1,1,1
20242136,20242136,3794,2,45,1,6,2,1
20241255,20241255,3794,2,46,1,1,2,1
20241053,20241053,3794,2,47,1,1,1,2
20243046,20243046,3794,2,48,13,1,1,2
20245107,20245107,3794,2,7,21,1,1,1
20241080,20241080,3795,2,49,25,1,1,1
20245130,20245130,3795,1,7,14,1,1,1
20243044,20243044,3795,2,50,4,2,2,1
20246009,20246009,3795,1,51,26,1,2,1
20241274,20241274,3795,2,52,4,1,2,1
20241240,20241240,3795,2,53,12,1,1,1
20243176,20243176,3796,1,15,13,1,1,1
20245006,20245006,3796,2,7,16,1,1,1
20241181,20241181,3796,1,54,9,2,1,1
20243110,20243110,3796,1,55,7,1,1,1
20242037,20242037,3796,2,56,5,3,1,1
20244044,20244044,3796,2,57,5,1,1,1
20243090,20243090,3796,2,58,16,1,1,1
20243147,20243147,3796,2,59,20,1,1,1
20245083,20245083,3796,2,7,14,1,1,1
20244019,20244019,3796,1,60,27,1,1,1
20241194,20241194,3796,2,61,28,7,2,1
20241139,20241139,3796,2,62,3,8,2,1
20241197,20241197,3796,2,63,4,2,2,1
20243220,20243220,3797,1,59,27,1,1,1
20243267,20243267,3797,2,64,29,1,2,1
20241057,20241057,3797,2,65,9,1,1,1
20245164,20245164,3797,2,7,14,1,1,1
20243174,20243174,3797,1,39,20,1,2,1
20242148,20242148,3797,2,66,30,3,2,1
20241166,20241166,3797,1,67,5,1,1,1
20243213,20243213,3781,2,68,4,2,2,1
20241096,20241096,3781,2,41,4,1,1,1
20242089,20242089,3781,2,69,25,1,2,1
20245012,20245012,3781,2,7,16,1,1,1
20245070,20245070,3781,2,7,30,5,1,1
20243073,20243073,3781,2,70,19,1,1,1
20241027,20241027,3781,2,71,4,1,1,1
20241163,20241163,3781,2,44,5,1,1,1
20243143,20243143,3781,2,72,10,1,1,1
20241222,20241222,3781,2,73,4,1,2,1
20241218,20241218,3781,2,74,9,1,1,1
20243249,20243249,3782,2,75,27,1,1,1
20243098,20243098,3782,2,68,31,1,2,1
20241306,20241306,3782,2,76,13,1,1,1
20243037,20243037,3783,2,15,3,1,1,1
20244083,20244083,3783,2,77,7,1,1,1
20245145,20245145,3783,2,7,14,1,1,1
20241196,20241196,3783,2,78,26,1,2,1
20244028,20244028,3783,2,29,1,1,2,2
20243038,20243038,3783,2,8,10,1,1,1
20242023,20242023,3783,2,79,19,2,2,1
20242230,20242230,3783,2,80,1,1,2,1
20242127,20242127,3783,2,81,11,1,2,1
20242120,20242120,3783,2,82,1,1,1,1
20241106,20241106,3783,2,65,26,1,2,1
20241230,20241230,3783,2,83,32,1,1,1
20241055,20241055,3783,2,43,3,1,1,1
20241267,20241267,3783,2,63,3,1,2,1
20242260,20242260,3783,2,45,28,1,2,1
20242057,20242057,3784,2,79,1,1,1,1
20245098,20245098,3784,2,7,17,2,1,1
20243153,20243153,3784,2,84,5,2,2,1
20242161,20242161,3784,2,45,26,1,1,1
20243172,20243172,3784,2,85,33,1,1,1
20241236,20241236,3784,2,86,28,1,2,1
20245162,20245162,3784,2,7,17,1,1,1
20241188,20241188,3784,2,86,4,1,1,1
20245056,20245056,3784,2,7,34,5,1,1
20245008,20245008,3784,2,7,16,1,1,1
20243191,20243191,3784,2,87,5,1,2,2
20241256,20241256,3784,2,63,1,1,2,2
20242019,20242019,3784,2,88,4,1,2,1
20243008,20243008,3784,2,68,11,8,2,1
20243041,20243041,3784,2,89,5,1,1,1
20243001,20243001,3784,2,27,20,1,1,1
20244021,20244021,3784,2,90,25,1,1,1
20243113,20243113,3784,2,70,7,1,1,1
20241107,20241107,3784,2,91,1,1,1,1
20243022,20243022,3785,2,92,13,1,1,1
20248002,20248002,3785,2,93,28,1,1,1
20242088,20242088,3785,2,94,31,1,1,1
20241173,20241173,3785,2,95,9,2,1,2
20241004,20241004,3785,2,96,3,1,1,1
20246004,20246004,3785,2,97,9,7,2,1
20241201,20241201,3785,2,98,3,1,2,1
20241029,20241029,3785,2,99,20,1,1,1
20243005,20243005,3785,2,68,12,1,2,1
20241261,20241261,3785,2,16,29,1,2,1
20244024,20244024,3785,2,25,2,1,1,1
20245004,20245004,3785,2,7,14,5,1,1
20245134,20245134,3785,2,7,14,1,1,1
20241215,20241215,3785,2,100,4,1,2,1
20243186,20243186,3785,2,48,2,1,1,1
20243208,20243208,3785,2,101,35,1,1,1
20241134,20241134,3786,2,52,28,1,2,1
20243040,20243040,3786,2,8,12,7,2,2
20241263,20241263,3786,2,102,3,1,1,1
20241302,20241302,3786,2,103,9,1,1,1
20241147,20241147,3786,2,76,22,1,1,1
20243096,20243096,3786,2,104,3,1,1,1
20243248,20243248,3786,2,105,36,1,2,1
20241150,20241150,3786,2,106,37,8,2,1
20241247,20241247,3786,2,107,4,2,2,1
20241234,20241234,3786,2,108,1,1,2,1
20242110,20242110,3786,2,42,20,1,2,1
20242052,20242052,3786,2,109,32,5,2,1
20243247,20243247,3787,2,89,5,1,1,1
20243144,20243144,3787,2,85,4,2,2,1
20241235,20241235,3787,2,110,28,2,2,1
20243087,20243087,3787,2,111,27,1,1,2
20244061,20244061,3787,2,112,9,1,2,1
20241009,20241009,3787,2,113,28,1,1,1
20241072,20241072,3787,2,114,26,1,2,1
20243129,20243129,3787,2,58,4,2,2,1
20242219,20242219,3787,2,115,4,5,2,1
20241219,20241219,3787,2,2,28,1,2,1
20244010,20244010,3787,2,57,1,1,2,1
20244040,20244040,3787,2,77,22,1,1,1
20243171,20243171,3787,2,15,4,1,1,1
20242075,20242075,3787,2,116,28,1,1,1
20243079,20243079,3787,2,117,5,1,1,1
20245103,20245103,3787,2,7,17,5,1,1
20241045,20241045,3787,2,118,3,1,2,1
20243017,20243017,3787,2,119,4,2,2,2
20241160,20241160,3788,2,1,38,5,2,1
20241081,20241081,3788,2,120,4,2,2,1
20241135,20241135,3788,2,95,4,1,2,1
20241209,20241209,3788,2,121,9,2,2,1
20245051,20245051,3788,2,7,30,1,1,1
20242140,20242140,3772,2,80,4,5,1,2
20242142,20242142,3772,2,79,5,1,1,1
20243107,20243107,3772,2,15,31,1,2,1
20243020,20243020,3772,2,122,7,1,2,1
20241151,20241151,3772,2,123,10,1,1,1
20243158,20243158,3772,2,72,4,2,2,1
20241286,20241286,3772,2,18,28,1,2,1
20243102,20243102,3772,2,124,31,1,2,1
20241303,20241303,3772,2,125,1,1,1,1
20246029,20246029,3772,2,10,18,1,1,1
20248005,20248005,3772,2,93,28,1,1,1
20243035,20243035,3773,2,126,7,1,1,1
20244018,20244018,3773,2,127,39,1,1,1
20241060,20241060,3773,2,86,28,1,1,2
20242022,20242022,3773,2,128,7,5,2,1
20241037,20241037,3773,2,43,32,1,1,1
20241257,20241257,3773,2,129,3,1,1,1
20241128,20241128,3774,2,52,4,1,1,1
20243089,20243089,3774,2,130,13,1,1,1
20242181,20242181,3775,2,131,10,1,1,1
20243082,20243082,3775,2,132,4,2,2,1
20245080,20245080,3775,2,7,14,1,1,1
20243150,20243150,3775,2,122,4,1,2,1
20245041,20245041,3775,2,7,14,1,1,1
20245088,20245088,3775,2,7,14,2,1,1
20243239,20243239,3775,2,133,4,1,1,1
20243170,20243170,3775,2,70,26,1,1,1
20242040,20242040,3776,2,134,4,2,1,1
20243084,20243084,3776,2,126,31,1,2,1
20241030,20241030,3776,2,135,28,1,1,1
20245016,20245016,3776,2,7,16,1,1,3
20243127,20243127,3776,2,136,20,5,2,1
20243003,20243003,3776,2,137,10,1,2,1
20243266,20243266,3776,2,138,40,1,1,1
20241042,20241042,3776,2,12,20,1,1,1
20243121,20243121,3776,2,136,5,1,1,1
20245124,20245124,3776,2,7,34,1,1,1
20245043,20245043,3776,2,7,30,1,1,2
20245044,20245044,3776,2,7,14,1,1,1
20241175,20241175,3776,2,16,22,1,2,1
20245061,20245061,3777,2,7,30,1,1,1
20243072,20243072,3777,2,139,11,1,1,1
20244057,20244057,3777,2,140,29,1,1,1
20241091,20241091,3777,2,141,9,1,1,1
20243201,20243201,3777,2,19,10,1,2,1
20242135,20242135,3777,2,142,4,1,2,1
20243225,20243225,3777,2,137,31,1,1,1
20245116,20245116,3777,2,7,16,1,1,1
20241167,20241167,3777,2,121,22,1,2,1
20244060,20244060,3777,2,143,5,1,1,1
20241268,20241268,3777,2,144,4,1,2,1
20244013,20244013,3777,2,145,26,1,2,1
20245002,20245002,3777,2,7,34,1,1,1
20243235,20243235,3777,2,126,41,1,2,2
20244059,20244059,3777,2,14,9,1,2,2
20245015,20245015,3777,2,7,21,1,1,1
20241266,20241266,3777,2,146,28,1,1,1
20243131,20243131,3777,2,126,26,1,1,1
20245111,20245111,3777,2,7,34,1,1,1
20242080,20242080,3777,2,147,10,1,1,1
20245160,20245160,3778,2,7,14,5,1,1
20241287,20241287,3778,2,148,1,1,2,1
20241152,20241152,3778,2,86,4,1,1,1
20243161,20243161,3778,2,149,5,1,2,1
20242042,20242042,3778,2,150,28,1,1,1
20243210,20243210,3778,2,119,13,1,1,1
20244025,20244025,3778,2,151,42,1,1,1
20243088,20243088,3778,2,152,38,1,1,1
20241211,20241211,3778,2,153,8,8,2,2
20242007,20242007,3778,2,154,4,1,2,1
20245037,20245037,3778,2,7,14,1,1,1
20241204,20241204,3778,2,16,20,1,2,1
20244062,20244062,3778,2,90,2,1,1,1
20241137,20241137,3778,2,155,9,1,2,1
20243117,20243117,3778,2,92,26,1,2,1
20242081,20242081,3778,2,156,25,1,2,1
20243206,20243206,3778,2,157,26,1,2,1
20248003,20248003,3778,2,93,43,1,1,1
20244032,20244032,3779,2,158,39,1,2,1
20241153,20241153,3779,2,17,13,1,2,1
20242138,20242138,3779,2,159,4,1,2,1
20243198,20243198,3779,2,160,10,1,1,1
20243190,20243190,3779,2,105,44,1,1,1
20242107,20242107,3779,2,156,45,1,1,1
20243080,20243080,3779,2,35,27,1,1,1
20242204,20242204,3779,2,161,31,1,2,1
20242139,20242139,3779,2,116,46,1,1,1
20245086,20245086,3779,2,7,16,1,1,1
20245063,20245063,3780,2,7,14,1,1,1
20241103,20241103,3780,2,144,28,1,1,1
20242129,20242129,3780,2,162,10,1,1,1
20244027,20244027,3780,2,163,28,1,2,1
20243006,20243006,3780,2,164,38,1,1,1
20243108,20243108,3780,2,68,5,1,2,1
20243212,20243212,3780,2,92,43,1,2,1
20241237,20241237,3780,2,165,3,1,1,1
20241052,20241052,3780,2,166,4,1,1,1
20241308,20241308,3780,2,100,38,1,1,1
20246027,20246027,3764,2,167,3,1,1,1
20244072,20244072,3764,2,168,22,1,1,1
20245125,20245125,3764,2,7,6,5,1,1
20241195,20241195,3764,2,169,31,1,1,1
20244043,20244043,3764,2,170,38,1,2,1
20241102,20241102,3764,2,17,25,1,2,1
20243194,20243194,3764,2,70,12,1,1,1
20245148,20245148,3764,2,7,16,1,1,1
20246017,20246017,3764,2,171,28,5,2,2
20243070,20243070,3764,2,70,4,5,2,1
20243165,20243165,3765,2,126,2,1,2,1
20241063,20241063,3765,2,43,32,1,2,1
20241132,20241132,3765,2,16,12,8,2,1
20241292,20241292,3765,2,43,25,1,2,1
20245141,20245141,3765,2,7,16,1,1,1
20241189,20241189,3765,2,172,10,1,1,1
20241233,20241233,3765,2,34,9,1,2,4
20242115,20242115,3766,2,173,5,1,1,1
20242167,20242167,3766,2,174,26,1,2,1
20241016,20241016,3766,2,175,10,1,1,1
20246025,20246025,3766,2,176,31,1,1,1
20243234,20243234,3766,2,30,7,1,2,1
20241220,20241220,3766,2,135,31,1,2,1
20243002,20243002,3766,2,177,20,1,2,1
20241034,20241034,3766,2,178,3,1,2,1
20242012,20242012,3766,2,179,3,1,1,1
20243009,20243009,3767,2,122,40,1,2,2
20245018,20245018,3767,2,7,16,1,1,1
20241269,20241269,3767,2,180,37,1,1,1
20242093,20242093,3767,2,181,3,1,1,1
20242176,20242176,3767,2,154,5,1,2,1
20242255,20242255,3767,2,182,5,1,2,1
20241066,20241066,3767,2,183,41,1,1,1
20242175,20242175,3767,2,184,47,1,2,1
20243207,20243207,3767,2,85,7,1,1,1
20242029,20242029,3767,2,185,7,1,2,1
20241246,20241246,3767,2,155,28,1,2,1
20241078,20241078,3767,2,186,36,1,1,1
20245065,20245065,3767,2,7,14,1,1,1
20243064,20243064,3768,2,187,4,1,1,1
20241013,20241013,3768,2,188,5,1,1,2
20246019,20246019,3768,2,176,20,1,1,1
20242257,20242257,3768,2,189,22,1,2,1
20241138,20241138,3768,2,73,3,1,2,1
20245013,20245013,3768,2,7,14,2,1,1
20244014,20244014,3768,2,190,35,1,2,1
20242053,20242053,3768,2,161,1,1,1,1
20244069,20244069,3768,2,191,25,1,1,1
20243111,20243111,3768,2,72,4,1,2,1
20243067,20243067,3768,2,192,10,1,1,1
20242186,20242186,3768,2,193,20,5,2,1
20242250,20242250,3768,2,94,7,1,1,1
20245078,20245078,3768,2,7,34,1,1,1
20243167,20243167,3769,2,194,8,1,1,1
20245150,20245150,3769,2,7,30,1,1,1
20243106,20243106,3769,2,70,19,1,1,1
20242098,20242098,3769,2,195,7,1,2,1
20241179,20241179,3769,2,86,31,1,2,1
20242070,20242070,3769,2,196,28,1,2,1
20243261,20243261,3769,2,84,10,2,2,1
20243227,20243227,3769,2,89,10,1,1,1
20242243,20242243,3769,2,161,3,1,2,1
20242102,20242102,3769,2,197,25,1,2,1
20245165,20245165,3769,2,7,14,1,1,1
20241109,20241109,3769,2,198,4,1,1,1
20243187,20243187,3770,2,111,7,1,1,1
20245028,20245028,3770,2,7,14,1,1,1
20241301,20241301,3770,2,52,2,1,2,1
20243135,20243135,3770,2,89,10,5,1,1
20245166,20245166,3770,2,7,14,1,1,1
20245110,20245110,3770,2,7,17,1,1,1
20241248,20241248,3771,2,62,13,1,2,1
20245030,20245030,3771,2,7,14,1,1,1
20243268,20243268,3771,2,199,10,1,1,1
20242071,20242071,3771,2,200,25,1,2,1
20241020,20241020,3771,2,201,4,1,1,1
20241294,20241294,3771,2,172,12,1,1,1
20241304,20241304,3771,2,65,31,1,2,1
20245112,20245112,3771,2,7,14,1,1,1
20242123,20242123,3771,2,161,12,1,1,1
20243197,20243197,3771,2,202,13,1,1,1
20242144,20242144,3771,2,161,7,1,2,1
20241199,20241199,3771,2,203,28,1,1,2
20243066,20243066,3755,2,177,3,1,1,1
20243203,20243203,3755,2,204,4,1,1,1
20243233,20243233,3755,2,119,4,2,2,1
20242209,20242209,3755,2,173,1,1,2,1
20242056,20242056,3755,2,205,19,1,2,1
20245152,20245152,3755,2,7,14,1,1,1
20242130,20242130,3755,2,56,1,1,2,1
20243109,20243109,3755,2,59,4,1,2,2
20243010,20243010,3755,2,206,5,1,1,1
20243181,20243181,3755,2,58,5,1,2,1
20246018,20246018,3755,2,207,28,7,2,1
20241071,20241071,3755,2,208,25,1,1,1
20241186,20241186,3755,2,120,8,1,2,1
20243078,20243078,3756,2,30,36,1,2,1
20241223,20241223,3756,2,16,18,1,2,1
20245136,20245136,3756,2,7,16,1,1,1
20241221,20241221,3756,2,209,25,1,2,1
20241143,20241143,3756,2,210,1,1,2,1
20243242,20243242,3756,2,89,5,1,1,1
20242189,20242189,3757,2,211,3,1,1,1
20245102,20245102,3757,2,7,14,1,1,1
20242170,20242170,3757,2,212,25,5,2,1
20243043,20243043,3758,2,122,31,5,2,1
20241140,20241140,3758,2,213,4,1,2,1
20244063,20244063,3758,2,214,9,1,2,1
20245010,20245010,3758,2,7,16,1,1,1
20241131,20241131,3758,2,215,1,1,1,1
20245019,20245019,3758,2,7,21,1,1,1
20242172,20242172,3758,2,216,25,1,2,1
20241111,20241111,3758,2,209,28,1,2,1
20242055,20242055,3758,2,217,13,1,1,1
20241017,20241017,3758,2,17,3,1,2,1
20244067,20244067,3758,2,218,15,1,1,1
20246024,20246024,3759,2,219,1,1,1,1
20241254,20241254,3759,2,86,31,1,1,2
20243011,20243011,3759,2,149,11,1,2,1
20245147,20245147,3759,2,7,14,1,1,1
20246011,20246011,3759,2,220,28,1,2,1
20242177,20242177,3759,2,189,48,1,1,1
20241127,20241127,3759,2,4,46,1,1,1
20241210,20241210,3759,2,44,1,1,1,1
20242132,20242132,3759,2,173,5,1,1,2
20242184,20242184,3759,2,182,28,1,2,1
20243024,20243024,3759,2,122,20,1,1,1
20241253,20241253,3759,2,53,5,1,1,1
20245058,20245058,3759,2,7,14,1,1,3
20242224,20242224,3759,2,193,7,1,1,1
20243031,20243031,3760,2,92,3,1,1,1
20242069,20242069,3760,2,217,7,1,2,1
20245076,20245076,3760,2,7,30,1,1,1
20243156,20243156,3760,2,58,7,1,1,1
20242251,20242251,3760,2,221,26,1,1,1
20244034,20244034,3760,2,222,11,1,1,1
20242090,20242090,3760,2,81,4,1,1,1
20243231,20243231,3760,2,72,5,1,2,4
20242194,20242194,3760,2,22,27,1,1,1
20245085,20245085,3760,2,7,17,1,1,1
20243142,20243142,3761,2,187,4,1,1,1
20242043,20242043,3761,2,200,3,5,2,1
20243124,20243124,3761,2,28,4,5,2,1
20244007,20244007,3761,2,223,11,1,1,1
20242060,20242060,3761,2,224,26,1,1,1
20243104,20243104,3761,2,27,7,1,1,1
20244041,20244041,3761,2,36,9,1,1,1
20246026,20246026,3761,2,225,43,1,1,1
20243021,20243021,3762,2,119,4,2,2,1
20245140,20245140,3762,2,7,14,1,1,1
20242155,20242155,3762,2,226,4,1,2,1
20242032,20242032,3762,2,227,49,5,1,1
20241285,20241285,3762,2,21,32,1,2,1
20245011,20245011,3762,2,7,16,1,1,1
20244066,20244066,3762,2,6,50,1,1,1
20242064,20242064,3762,2,228,13,1,2,1
20242164,20242164,3762,2,81,25,1,1,1
20244035,20244035,3762,2,29,1,1,1,1
20243018,20243018,3763,2,30,31,1,1,1
20242086,20242086,3763,2,94,28,1,2,1
20243217,20243217,3763,2,59,26,5,2,1
20243251,20243251,3763,2,149,4,2,2,1
20243058,20243058,3763,2,119,5,1,1,1
20245053,20245053,3763,2,7,14,9,1,1
20244046,20244046,3763,2,29,1,1,1,1
20245014,20245014,3763,2,7,17,1,1,1
20243085,20243085,3747,2,85,7,1,1,1
20244039,20244039,3747,2,57,5,1,1,1
20243240,20243240,3747,2,28,5,1,1,1
20247049,20247049,3747,2,229,51,1,2,1
20247017,20247017,3747,2,229,51,1,2,2
20246002,20246002,3747,2,230,4,1,2,2
20242099,20242099,3747,2,231,4,1,2,2
20247036,20247036,3747,2,229,14,1,1,2
20241176,20241176,3747,2,16,20,1,2,1
20243063,20243063,3747,2,30,13,1,1,1
20247022,20247022,3747,2,232,52,5,2,1
20241086,20241086,3747,2,125,32,1,1,1
20241224,20241224,3748,2,78,31,1,1,1
20241265,20241265,3749,2,233,4,1,2,1
20241202,20241202,3749,2,215,37,1,1,1
20245052,20245052,3749,2,7,17,1,1,1
20245064,20245064,3749,2,7,14,1,1,1
20246023,20246023,3749,2,207,25,7,2,1
20241293,20241293,3749,2,47,9,2,2,1
20241299,20241299,3749,2,234,4,1,2,1
20244078,20244078,3749,2,235,22,1,1,1
20243164,20243164,3749,2,92,7,5,2,1
20242201,20242201,3749,2,236,10,1,1,1
20245117,20245117,3749,2,7,16,1,1,1
20241307,20241307,3749,2,120,5,1,1,1
20242074,20242074,3749,2,162,5,1,2,2
20241243,20241243,3749,2,95,9,2,2,2
20247034,20247034,3749,2,237,26,1,1,1
20241260,20241260,3750,2,238,36,1,1,1
20243004,20243004,3750,2,177,20,1,1,1
20246014,20246014,3750,2,239,53,1,2,2
20242024,20242024,3750,2,240,13,2,2,1
20245105,20245105,3750,2,7,14,1,1,1
20243169,20243169,3750,2,136,19,1,1,1
20243081,20243081,3750,2,68,4,1,2,2
20242169,20242169,3750,2,241,1,1,1,1
20241110,20241110,3750,2,49,3,1,1,1
20241082,20241082,3750,2,242,25,1,2,1
20242062,20242062,3750,2,243,4,1,1,1
20245132,20245132,3750,2,7,16,1,2,1
20241159,20241159,3751,2,99,5,1,1,1
20246022,20246022,3751,2,167,38,1,2,1
20241229,20241229,3751,2,244,31,1,1,1
20245062,20245062,3751,2,7,14,1,1,1
20242026,20242026,3751,2,42,26,1,1,1
20247009,20247009,3751,2,229,14,1,1,1
20242268,20242268,3751,2,131,2,5,1,1
20242238,20242238,3751,2,245,3,1,1,1
20242122,20242122,3751,2,197,25,1,2,1
20241046,20241046,3751,2,103,1,1,1,3
20243192,20243192,3751,2,136,5,1,2,1
20241032,20241032,3751,2,246,2,1,2,2
20241031,20241031,3751,2,247,20,1,2,1
20243254,20243254,3751,2,122,26,1,1,1
20243133,20243133,3751,2,206,10,1,1,1
20241203,20241203,3751,2,20,5,1,1,1
20247046,20247046,3751,2,248,50,1,1,1
20243118,20243118,3752,2,70,26,1,1,1
20243173,20243173,3752,2,72,2,1,2,1
20243199,20243199,3752,2,92,15,1,1,1
20244003,20244003,3752,2,77,13,1,1,1
20241298,20241298,3752,2,169,37,2,1,1
20242112,20242112,3752,2,249,1,1,2,2
20243092,20243092,3752,2,35,4,5,2,1
20243042,20243042,3752,2,250,7,1,2,1
20243221,20243221,3752,2,92,54,1,2,1
20244005,20244005,3752,2,251,10,1,2,1
20243178,20243178,3752,2,105,7,1,2,1
20245074,20245074,3752,2,7,34,1,1,1
20244050,20244050,3752,2,191,22,1,2,1
20241208,20241208,3752,2,175,1,2,2,1
20242259,20242259,3753,2,88,1,2,1,1
20242212,20242212,3753,2,252,22,1,2,1
20244045,20244045,3753,2,140,16,1,1,1
20243019,20243019,3753,2,48,13,1,2,1
20241036,20241036,3753,2,86,29,1,2,1
20242226,20242226,3753,2,45,3,1,1,1
20247007,20247007,3753,2,253,50,1,1,1
20243074,20243074,3753,2,122,13,8,2,1
20241003,20241003,3753,2,38,10,1,1,1
20241277,20241277,3753,2,201,5,1,1,1
20241249,20241249,3753,2,183,3,1,1,1
20242020,20242020,3753,2,254,25,1,2,1
20242108,20242108,3753,2,156,25,1,2,1
20243120,20243120,3753,2,35,12,2,2,1
20242187,20242187,3753,2,255,4,1,2,1
20245075,20245075,3753,2,7,14,1,1,1
20243116,20243116,3753,2,59,4,2,2,2
20245151,20245151,3753,2,7,16,1,1,1
20242133,20242133,3754,2,193,26,1,1,1
20241092,20241092,3754,2,43,12,1,2,1
20245050,20245050,3754,2,7,6,1,1,2
20245091,20245091,3754,2,7,16,1,1,1
20242121,20242121,3754,2,45,25,1,1,1
20245054,20245054,3754,2,7,14,1,1,1
20243214,20243214,3754,2,256,4,2,2,1
20241118,20241118,3754,2,41,5,1,1,1
20245096,20245096,3754,2,7,14,5,1,1
20243157,20243157,3754,2,70,19,1,1,1
20241190,20241190,3754,2,46,28,2,2,1
20241097,20241097,3754,2,103,1,1,1,1
20242265,20242265,3754,2,226,1,1,2,2
20241250,20241250,3754,2,203,32,1,2,1
20242200,20242200,3754,2,80,5,5,2,1
20242234,20242234,3754,2,231,10,1,1,1
20242048,20242048,3754,2,216,32,1,1,1
20245007,20245007,3754,2,7,16,5,2,1
20245126,20245126,3738,2,7,14,5,1,2
20242003,20242003,3738,2,173,2,1,1,1
20243061,20243061,3738,2,256,27,1,1,1
20243252,20243252,3738,2,126,11,1,1,2
20242162,20242162,3738,2,257,20,1,1,1
20244071,20244071,3738,2,258,20,1,2,1
20241047,20241047,3738,2,259,22,1,1,1
20241205,20241205,3738,2,165,25,1,1,1
20241024,20241024,3739,2,43,25,1,2,1
20242096,20242096,3739,2,150,20,1,1,1
20242240,20242240,3739,2,254,12,1,2,1
20243139,20243139,3739,2,101,15,8,1,1
20243075,20243075,3740,2,70,43,1,1,1
20244051,20244051,3741,2,77,26,1,2,1
20241070,20241070,3741,2,123,1,1,1,1
20244079,20244079,3741,2,260,3,1,1,1
20243051,20243051,3741,2,89,5,1,2,3
20242237,20242237,3741,2,205,11,1,1,1
20243148,20243148,3741,2,261,4,1,2,1
20242157,20242157,3741,2,252,26,1,1,1
20244022,20244022,3741,2,262,20,1,1,1
20241142,20241142,3741,2,78,28,1,1,1
20241124,20241124,3741,2,244,4,1,2,1
20241010,20241010,3741,2,34,9,7,2,1
20241252,20241252,3741,2,169,31,1,1,1
20245009,20245009,3741,2,7,6,1,1,3
20243155,20243155,3741,2,206,7,1,1,1
20243163,20243163,3742,2,263,4,1,1,1
20245142,20245142,3742,2,7,30,1,1,1
20243269,20243269,3742,2,264,31,1,1,1
20245121,20245121,3742,2,7,14,8,2,1
20245081,20245081,3742,2,7,17,1,1,1
20243056,20243056,3742,2,265,13,1,2,1
20243049,20243049,3743,2,265,45,1,1,1
20243103,20243103,3743,2,101,33,1,1,1
20242233,20242233,3743,2,266,3,1,1,1
20243014,20243014,3743,2,267,10,1,1,1
20241198,20241198,3743,2,21,32,1,2,1
20242249,20242249,3743,2,185,32,1,1,1
20243154,20243154,3743,2,72,4,8,2,3
20241100,20241100,3743,2,49,22,1,1,1
20241074,20241074,3743,2,113,28,1,2,1
20243263,20243263,3743,2,267,4,2,2,1
20242016,20242016,3743,2,268,8,1,1,1
